va_11.6096	va_11.4186	name	module	confidence	candidates	alt_names
0x00486CC0	0x00486900	UIOption_Checkbox::RestoreSavedValue	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486CF0	0x00486930	UIOption_Checkbox::RestoreDefaultValue	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486D20	0x00486960	UIOption_Checkbox::SetDefaultValue	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00486D30	0x00486970	UIOption_Checkbox::SetCurrentValue	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486D60	0x004869A0	UIOption_Checkbox::ListenToElementMessage	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486DC0	0x00486A00	UIOption_Checkbox::RecvNotice_ReloadOptions	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00486DD0	0x00486A10	UIOption_Checkbox::RecvNotice_RefreshOptionsPanel	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00486DF0	0x00486A30	UIOption_Checkbox::RecvNotice_PlayerOptionChanged	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00486E10	0x00486A50	UIOption_Checkbox::UIOption_Checkbox	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486E90	0x00486AD0	UIOption_Checkbox::GetUIElementType	GAME/game_ui_misc/UIOption_Checkbox.obj	predicted	1	
0x00486EA0	0x00486AE0	UIOption_Checkbox::vector_deleting_destructor	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00486EB0	0x00486AF0	UIOption_Checkbox::DynamicCast	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00486EC0	0x00486B00	UIOption_Checkbox::~UIOption_Checkbox	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486F20	0x00486B60	UIOption_Checkbox::Create	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486F50	0x00486B90	UIOption_Checkbox::SetUIPreference	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00486FE0	0x00486C20	UIOption_Checkbox::scalar_deleting_destructor	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00487000	0x00486C40	UIOption_Checkbox::Register	GAME/game_ui_misc/UIOption_Checkbox.obj	verified	1	
0x00487020	0x00486C60	UIOption_Checkbox::Apply	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00487240	0x00486E80	UIOption_Checkbox::SetPlayerOption	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00487320	0x00486F60	UIOption_Checkbox::GetValue	GAME/game_ui_misc/UIOption_Checkbox.obj	exact	1	
0x00487400	0x00487040	UIOption_ActionKeyMap::SetLabel	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487410	0x00487050	UIOption_ActionKeyMap::SetTooltip	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487420	0x00487060	UIOption_ActionKeyMap::RecvNotice_RefreshOptionsPanel	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487430	0x00487070	UIOption_ActionKeyMap::CloseMapWarnDialog	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487460	0x004870A0	_STL::pair<QualifiedControl,unsigned long>::pair<QualifiedControl,unsigned long>	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487480	0x004870C0	AC1Legacy::PStringBase<char>::vsprintf	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x004874F0	0x00487130	List<QualifiedControl>::push_back	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487550	0x00487190	_STL::pair<unsigned long,_STL::pair<QualifiedControl,unsigned long> >::pair<unsigned long,_STL::pair<QualifiedControl,unsigned long> >	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487570	0x004871B0	List<QualifiedControl>::find	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004875B0	0x004871F0	SmartArray<_STL::pair<unsigned long,_STL::pair<QualifiedControl,unsigned long> >,1>::Reset	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487620	0x00487260	AC1Legacy::PStringBase<char>::sprintf	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487640	0x00487280	UIOption_ActionKeyMap::Refresh	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004878A0	0x004874E0	List<QualifiedControl>::get_data	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004878D0	0x00487510	SmartArray<_STL::pair<unsigned long,_STL::pair<QualifiedControl,unsigned long> >,1>::WhatNum	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487940	0x00487580	SmartArray<_STL::pair<unsigned long,_STL::pair<QualifiedControl,unsigned long> >,1>::RemoveUnOrderedByIndex	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004879B0	0x004875F0	SmartArray<_STL::pair<unsigned long,_STL::pair<QualifiedControl,unsigned long> >,1>::grow	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487AA0	0x004876E0	UIOption_ActionKeyMap::Changed	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487B40	0x00487780	UIOption_ActionKeyMap::EraseBinding	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487BF0	0x004878C0	UIOption_ActionKeyMap::PostInit	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00487E20	0x00487AF0	List<unsigned long>::scalar_deleting_destructor	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00487E50	0x00487B20	UIOption_ActionKeyMap::SetBinding	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488200	0x00487ED0	UIOption_ActionKeyMap::ClearAllBindings	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488250	0x00487F20	List<QualifiedControl>::operator=	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004882C0	0x00487F90	List<QualifiedControl>::scalar_deleting_destructor	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x004882F0	0x00487FC0	ClientSystem::AddTextToScroll	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488350	0x00488020	UIOption_ActionKeyMap::UIOption_ActionKeyMap	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488430	0x00488100	UIOption_ActionKeyMap::DynamicCast	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488470	0x00488140	UIOption_ActionKeyMap::GetUIElementType	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	predicted	1	
0x00488480	0x00488150	UIOption_ActionKeyMap::vector_deleting_destructor	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00488490	0x00488160	UIOption_ActionKeyMap::DynamicCast	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x004884A0	0x00488170	UIOption_ActionKeyMap::~UIOption_ActionKeyMap	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488560	0x00488230	UIOption_ActionKeyMap::Create	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488590	0x00488260	UIOption_ActionKeyMap::SaveCurrentValue	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x004885B0	0x00488280	UIOption_ActionKeyMap::RestoreSavedValue	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488820	0x004884F0	UIOption_ActionKeyMap::RestoreDefaultValue	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488850	0x00488520	UIOption_ActionKeyMap::RefreshMappings	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004888A0	0x00488570	UIOption_ActionKeyMap::RecvNotice_RefreshActionKeyMapping	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004888D0	0x004885A0	UIOption_ActionKeyMap::RecvNotice_CloseDialog	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488A20	0x004886F0	UIOption_ActionKeyMap::SetMouseTurningDefaults	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488BD0	0x004888A0	UIOption_ActionKeyMap::scalar_deleting_destructor	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00488BF0	0x004888C0	UIOption_ActionKeyMap::Register	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	verified	1	
0x00488C10	0x004888E0	UIOption_ActionKeyMap::Init	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488D00	0x004889D0	UIOption_ActionKeyMap::ListenToGlobalMessage	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488D30	0x00488A00	UIOption_ActionKeyMap::OpenMapWarnDialog	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00488F20	0x00488BF0	UIOption_ActionKeyMap::OpenOverwriteBindingDialog	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00489630	0x00489300	UIOption_ActionKeyMap::OpenCantOverwriteBindingDialog	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x004898A0	0x00489570	UIOption_ActionKeyMap::KeyHitHandler	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00489D00	0x004899D0	UIOption_ActionKeyMap::InitiateBinding	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00489DB0	0x00489A80	UIOption_ActionKeyMap::ListenToElementMessage	GAME/game_ui_misc/UIOption_ActionKeyMap.obj	exact	1	
0x00489EC0	0x00489B90	PStringBase<unsigned short>::to_int32	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x00489EE0	0x00489BB0	SpellComponentBase::SpellComponentBase	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x00489F20	0x00489BF0	SpellComponentBase::~SpellComponentBase	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x00489F70	0x00489C40	gmSpellComponentUI::RecvNotice_SelectionChanged	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A060	0x00489D30	IntrusiveHashTable<IDClass<_tagDataID,32,0>,HashTableData<IDClass<_tagDataID,32,0>,SpellComponentRegion *> *,0>::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048A0A0	0x00489D70	AC1Legacy::PStringBase<char>::operator=	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A0F0	0x00489DC0	SpellComponentBase::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A150	0x00489E20	SpellComponentBase::operator=	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A1F0	0x00489EC0	SpellComponentTable::InqSpellComponentBase	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A250	0x00489F20	gmSpellComponentUI::MakeIcon	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A310	0x00489FE0	gmSpellComponentUI::UpdateBuyRates	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A4C0	0x0048A190	gmSpellComponentUI::PostInit	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A650	0x0048A320	gmSpellComponentUI::RecvNotice_PlayerDescReceived	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048A670				unmapped	0	
0x0048A700	0x0048A420	gmSpellComponentUI::ListenToElementMessage	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A900	0x0048A620	gmSpellComponentUI::SyncComponentRegionWithData	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048A9F0	0x0048A710	HashTable<IDClass<_tagDataID,32,0>,SpellComponentRegion *,0>::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048AA50	0x0048A770	gmSpellComponentUI::gmSpellComponentUI	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048AAD0	0x0048A7F0	gmSpellComponentUI::DynamicCast	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048AAF0	0x0048A810	gmSpellComponentUI::GetUIElementType	GAME/game_ui_misc/gmSpellComponentUI.obj	predicted	1	
0x0048AB00	0x0048A820	gmSpellComponentUI::~gmSpellComponentUI	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048ABC0	0x0048A8E0	gmSpellComponentUI::Create	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048ABF0	0x0048A910	gmSpellComponentUI::UpdateComponents	GAME/game_ui_misc/gmSpellComponentUI.obj	exact	1	
0x0048B0B0	0x0048ADD0	gmSpellComponentUI::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048B0D0	0x0048ADF0	gmSpellComponentUI::Register	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048B0F0	0x0048AE10	gmSpellComponentUI::RecvNotice_UpdateSpellComponents	GAME/game_ui_misc/gmSpellComponentUI.obj	verified	1	
0x0048B100	0x0048AE20	gmSpellbookUI::DynamicCast	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048B120	0x0048AE40	gmSpellbookUI::GetUIElementType	GAME/game_ui_misc/gmSpellbookUI.obj	predicted	1	
0x0048B130	0x0048AE50	gmSpellbookUI::Create	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B190	0x0048AEB0	gmSpellbookUI::IsFilteredOut	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B270	0x0048AF90	gmSpellbookUI::ResetFilterButtons	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B400	0x0048B120	UIElement_ListBox::ScrollToHome	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048B420	0x0048B140	CSpellBase::CSpellBase	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B4D0	0x0048B1F0	CSpellBase::~CSpellBase	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B530	0x0048B250	gmSpellbookUI::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048B590	0x0048B2B0	gmSpellbookUI::PostInit	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B700	0x0048B420	gmSpellbookUI::Register	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048B720	0x0048B440	gmSpellbookUI::GetSortedInsertionPlace	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B820	0x0048B540	gmSpellbookUI::SetSelected	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B8C0	0x0048B5E0	gmSpellbookUI::UpdateFilter	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048B9F0	0x0048B710	PackableList<unsigned long>::Pack	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BA40	0x0048B760	PackableList<unsigned long>::pack_size	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BA60	0x0048B780	CSpellBase::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BA80	0x0048B7A0	gmSpellbookUI::AddSpell	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BB00	0x0048B820	InterfacePtr<PlayerDesc>::_QueryInterface	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BBB0	0x0048B8D0	gmSpellbookUI::RecvNotice_SpellAdded	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BC30	0x0048B950	PackableList<unsigned long>::Flush	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BC80	0x0048B9A0	InterfacePtr<PlayerDesc>::InterfacePtr<PlayerDesc>	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BCC0	0x0048B9E0	PackableList<unsigned long>::~PackableList<unsigned long>	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BCE0	0x0048BA00	PackableList<unsigned long>::UnPack	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BD40	0x0048BA60	PackableList<unsigned long>::InsertTail	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BDA0	0x0048BAC0	PackableList<unsigned long>::scalar_deleting_destructor	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BDD0	0x0048BAF0	gmSpellbookUI::UpdateFromPlayerDesc	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048BEE0	0x0048BC00	gmSpellbookUI::RecvNotice_SpellRemoved	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048BEF0	0x0048BC10	gmSpellbookUI::DeleteSpellDialogCallback	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048C020	0x0048BD40	gmSpellbookUI::RecvNotice_PlayerDescReceived	GAME/game_ui_misc/gmSpellbookUI.obj	verified	1	
0x0048C030	0x0048BD50	gmSpellbookUI::DeleteSpell	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048C2B0	0x0048BFD0	gmSpellbookUI::ListenToElementMessage	GAME/game_ui_misc/gmSpellbookUI.obj	exact	1	
0x0048C3E0	0x0048C100	AC1Legacy::PStringBase<char>::PStringBase<char>	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C440	0x0048C160	gmSquelchUI::PostInit	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C520	0x0048C240	gmSquelchUI::UpdateButtons	GAME/game_ui_misc/gmSquelchUI.obj	predicted	1	
0x0048C5E0	0x0048C300	gmSquelchUI::FindSortedInsertPosition	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C6C0	0x0048C3E0	gmSquelchUI::AddSquelchDisplay	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C760	0x0048C480	PList<unsigned long>::vector_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048C770	0x0048C490	PList<unsigned long>::Pack	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C7D0	0x0048C4F0	PList<unsigned long>::GetPackSize	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048C7F0	0x0048C510	PList<unsigned long>::UnPack	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C890	0x0048C5B0	AC1Legacy::List<unsigned long>::push_back	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C8F0	0x0048C610	AC1Legacy::List<unsigned long>::scalar_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048C920	0x0048C640	PList<unsigned long>::scalar_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048C960	0x0048C680	FriendData::~FriendData	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048C9D0	0x0048C6F0	FriendData::scalar_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048C9F0	0x0048C710	gmSquelchUI::RefreshSquelchDisplay	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048CAD0	0x0048C7F0	PStringBase<char>::PStringBase<char>	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048CB40	0x0048C860	gmSquelchUI::ListenToElementMessage	GAME/game_ui_misc/gmSquelchUI.obj	predicted	1	
0x0048CE40	0x0048CB60	gmSquelchUI::RecvNotice_UpdateSquelchPanel	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048CE50	0x0048CB70	AC1Legacy::List<FriendData>::flush	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048CF70	0x0048CC90	PList<FriendData>::vector_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048CF80	0x0048CCA0	PList<FriendData>::Pack	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048CFD0	0x0048CCF0	PList<FriendData>::GetPackSize	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048D010	0x0048CD30	PList<FriendData>::UnPack	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048D0D0	0x0048CDF0	AC1Legacy::List<FriendData>::push_back	GAME/game_ui_misc/gmSquelchUI.obj	exact	1	
0x0048D140	0x0048CE60	AC1Legacy::List<FriendData>::scalar_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D170	0x0048CE90	PList<FriendData>::scalar_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D1B0	0x0048CED0	gmSquelchUI::gmSquelchUI	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D240	0x0048CF60	gmSquelchUI::DynamicCast	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D260	0x0048CF80	gmSquelchUI::GetUIElementType	GAME/game_ui_misc/gmSquelchUI.obj	predicted	1	
0x0048D270	0x0048CF90	gmSquelchUI::~gmSquelchUI	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D300	0x0048D020	gmSquelchUI::scalar_deleting_destructor	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D320	0x0048D040	gmSquelchUI::Register	GAME/game_ui_misc/gmSquelchUI.obj	verified	1	
0x0048D340	0x0048D060	gmFriendsUI::RemoveFriendDisplay	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048D3D0	0x0048D0F0	gmFriendsUI::PostInit	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048D520	0x0048D240	gmFriendsUI::Request_AddFriend	GAME/game_ui_misc/gmFriendsUI.obj	predicted	1	
0x0048D580	0x0048D2A0	gmFriendsUI::UpdateButtons	GAME/game_ui_misc/gmFriendsUI.obj	predicted	1	
0x0048D650	0x0048D370	gmFriendsUI::FindSortedInsertPosition	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048D750	0x0048D470	gmFriendsUI::RecvNotice_ChatCommand_AddFriend	GAME/game_ui_misc/gmFriendsUI.obj	verified	1	
0x0048D760	0x0048D480	gmFriendsUI::AddFriendDisplay	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048D800	0x0048D520	gmFriendsUI::ListenToElementMessage	GAME/game_ui_misc/gmFriendsUI.obj	predicted	1	
0x0048DA40	0x0048D760	gmFriendsUI::RecvNotice_ChatCommand_DisplayFriends	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048DDA0	0x0048DAC0	gmFriendsUI::RecvNotice_ChatCommand_RemoveFriend	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048DF20	0x0048DC40	gmFriendsUI::RefreshFriendsDisplay	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048DFB0	0x0048DCD0	gmFriendsUI::ServerSays_UpdateFriend	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E080	0x0048DDA0	AC1Legacy::List<FriendData>::insert	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E110	0x0048DE30	AC1Legacy::List<FriendData>::remove	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E180	0x0048DEA0	AC1Legacy::List<FriendData>::remove	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E1D0	0x0048DEF0	gmFriendsUI::ServerSays_AddFriend	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E290	0x0048DFB0	gmFriendsUI::ServerSays_RemoveFriend	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E300	0x0048E020	gmFriendsUI::RecvNotice_ChatCommand_RemoveAllFriends	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E380	0x0048E0A0	gmFriendsUI::gmFriendsUI	GAME/game_ui_misc/gmFriendsUI.obj	verified	1	
0x0048E410	0x0048E130	gmFriendsUI::DynamicCast	GAME/game_ui_misc/gmFriendsUI.obj	verified	1	
0x0048E430	0x0048E150	gmFriendsUI::GetUIElementType	GAME/game_ui_misc/gmFriendsUI.obj	predicted	1	
0x0048E440	0x0048E160	gmFriendsUI::~gmFriendsUI	GAME/game_ui_misc/gmFriendsUI.obj	verified	1	
0x0048E4D0	0x0048E1F0	gmFriendsUI::scalar_deleting_destructor	GAME/game_ui_misc/gmFriendsUI.obj	verified	1	
0x0048E4F0	0x0048E210	gmFriendsUI::Register	GAME/game_ui_misc/gmFriendsUI.obj	verified	1	
0x0048E510	0x0048E230	FriendDataList::operator=	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E550	0x0048E270	gmFriendsUI::RecvNotice_UpdateFriendsList	GAME/game_ui_misc/gmFriendsUI.obj	exact	1	
0x0048E5F0	0x0048E310	GetPlayerID	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048E610	0x0048E330	gmFellowshipUI::gmFellowshipUI	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048E6B0	0x0048E3D0	gmFellowshipUI::DynamicCast	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048E6D0	0x0048E3F0	gmFellowshipUI::GetUIElementType	GAME/game_ui_misc/gmFellowshipUI.obj	predicted	1	
0x0048E6E0	0x0048E400	gmFellowshipUI::Create	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048E710	0x0048E430	gmFellowshipUI::RecvNotice_AbortConfirmationRequest	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048E740	0x0048E460	gmFellowshipUI::OnVisibilityChanged	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048E750	0x0048E470	gmFellowshipUI::DismissFellow	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048E810	0x0048E530	gmFellowshipUI::RecruitFellow	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048E8F0	0x0048E610	PackableHashIterator<unsigned long,Fellow>::scalar_deleting_destructor	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048E910	0x0048E630	gmFellowshipUI::~gmFellowshipUI	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048E980	0x0048E6A0	gmFellowshipUI::Register	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048E9A0	0x0048E6C0	gmFellowshipUI::UpdateButtons	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048ECC0	0x0048E9E0	PackableHashTable<unsigned long,Fellow>::begin	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048ED20	0x0048EA40	Fellow::~Fellow	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048ED50	0x0048EA70	Fellow::scalar_deleting_destructor	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048EDA0	0x0048EAC0	Fellowship::GetFellow	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
0x0048EDE0	0x0048EB00	gmFellowshipUI::scalar_deleting_destructor	GAME/game_ui_misc/gmFellowshipUI.obj	verified	1	
0x0048EE00	0x0048EB20	gmFellowshipUI::UpdateFellowStats	GAME/game_ui_misc/gmFellowshipUI.obj	exact	1	
