2	FileNodeName_LongHex	624157-625065
2	FileNodeName_Hex	97683-625042
2	FellowshipSystem	484590-484596
2	FaceStrip_CG	489014-489023
2	FPHook	329680-329695
2	EtherealHook	339671-342312
2	EnvCollisionProfile	329569-329665
2	ECM_Physics	682291-682315
2	ECM_Character	682419-682445
2	DiffusePartHook	342428-342434
2	DiffuseHook	342348-342462
2	DestroyParticleHook	342304-342536
2	DeleteInternalTransactInfo	652839-652854
2	DefaultScriptHook	339665-342330
2	DbgReportContext	74003-74013
2	DXCrackFVF	526469-526554
2	DLListBase	76277-76314
2	DDD_InterrogationMessage	291460-291915
2	DDD_BeginDDDMessage	292477-293261
2	DBTypeDef	89419-91901
2	CreatureExamineUI	226657-233213
2	CreateBlockingParticleHook	342525-342707
2	ContextMenu	177788-177843
2	CombatSystem	500132-500139
2	ClipPlaneList	362313-362324
2	ClipPlane	356951-356957
2	ClientMain	60873-60885
2	ClassFactoryForceUIFlow_ClassType	183963-184021
2	CPortalPoly	364955-364962
2	CPluginPrototype	61499-73739
2	COptionalHeaderFactory	468084-468137
2	CM_Login	710719-710745
2	CIme	109891-109898
2	CFellowship	452711-452722
2	CClientsideLoginStateHandler	369872-372013
2	CChatEvent	389577-464257
2	CAllegianceProfile	451320-451331
2	CAllegianceData	451297-451308
2	CAMEvent	729288-729294
2	BudgetStatItem	516982-517584
2	BudgetStatInfo	517117-517145
2	AttackInfo	327810-327827
2	ArmorProfile	508847-508887
2	ArmorCache	509362-509406
2	AnimPartChange	471682-471699
2	AddObjectTransactInfo	652770-653234
2	ActionMapValue	667814-668138
2	ACWTimeStamper	488483-488494
2	ACSmartBox	392661-392672
1	type_info	721558-721558
1	gmUIMainFramework	276808-276808
1	gmUIHelper	183654-183654
1	accountID	278024-278024
1	WeekDay	463920-463920
1	VitaeSystem	500126-500126
1	VertexFormatInfo	516499-516499
1	Vector2	627299-627299
1	UILocationData	654787-654787
1	Turbine_RefCount	61434-61434
1	TransparentHook	342342-342342
1	TinkeringSystem	500471-500471
1	TimeUtils	667510-667510
1	TimeOfDay	463952-463952
1	TextTagFactory	181556-181556
1	TabooTableAdaptor	666094-666094
1	SurfaceWindowLocker	125347-125347
1	StringInfoDataHelper	108426-108426
1	StopParticleHook	342542-342542
1	SoundData	384780-384780
1	SoundBufRef	383127-383127
1	SetLightHook	342590-342590
1	Season	463882-463882
1	RenderStateCacheType	453772-453772
1	RenderDevicePresentation	117921-117921
1	RenderAllocator	435773-435773
1	Ray	314286-314286
1	QualifiedDataID	93438-93438
1	ProtectedDebug	64922-64922
1	PropertyGroupNameSort	662762-662762
1	ProjectileSpell	451144-451144
1	ProjectSettings	94902-94902
1	Profiler	519980-519980
1	PortalThreadErrorDump	630604-630604
1	PortalSendingSpell	450874-450874
1	PortalRecallSpell	451260-451260
1	PortalDH	474887-474887
1	PortalChecksum	629839-629839
1	PlacementType	334290-334290
1	PhysicsScriptData	336266-336266
1	PerfMonCounterFactory	373423-373423
1	OutputStream	721869-721869
1	OutputDebugStringOutputHandler	74159-74159
1	NoticeHandler	121030-121030
1	NonDBObjElementDesc	149840-149840
1	NetInterface	376146-376146
1	NetInitializer	468045-468045
1	NameFilterLanguageData	662282-662282
1	MaterialTypeEnumMapper	505454-505454
1	MasterStringTableGen	109833-109833
1	MasterPropertyGrabber	97523-97523
1	MagicEnumMapper	410723-410723
1	LuminousPartHook	342416-342416
1	LightParms	380870-380870
1	LRUExpandTransactInfo	653174-653174
1	LListBase	388766-388766
1	KMATRIX	558174-558174
1	ItemListDragHandler	219666-219666
1	InterpolationNode	388950-388950
1	ICIDM	109923-109923
1	GraphicsOptions	146792-146792
1	GenItemHolder	296228-296228
1	Formatted_StringInfoData	108281-108281
1	FileNodeFileInfo	625622-625622
1	FileNameDesc	301375-301375
1	FellowshipPortalSendingSpell	450885-450885
1	FellowshipEnchantmentSpell	451051-451051
1	FellowshipDispelSpell	450839-450839
1	FellowshipBoostSpell	451077-451077
1	FakeMessageData	290830-290830
1	ExamineSubUI	226473-226473
1	EmapToDisplay	466895-466895
1	ECM_DDD	682150-682150
1	DiskSpace	514229-514229
1	DiskConInitInfo	291122-291122
1	DeleteLeafTransactInfo	652827-652827
1	DefaultScriptPartHook	342324-342324
1	DbgHelpWrapper	74044-74044
1	DDD_RequestDataMessage	291319-291319
1	DDD_InterrogationResponseMessage	292965-292965
1	DDD_ErrorMessage	291356-291356
1	D3DXCOLOR	536117-536117
1	D3DLevelResourceType	684829-684829
1	CrashCleaners	73678-73678
1	ConsoleOutputHandler	74152-74152
1	CombatEnumMapper	500918-500918
1	ClientRegKey	713255-713255
1	ClassRegistrarGlobalRegistryCommands_ClassType	114298-114298
1	ChatDisplayInfo	505631-505631
1	CharGenData	488508-488508
1	CharAppearanceData	268986-268986
1	CTriangleStrip	356945-356945
1	CTerrainType	303356-303356
1	CSurfaceTriStrips	356913-356913
1	CShortCutData	452734-452734
1	CM_CharGen	712805-712805
1	CM_Advocate	705093-705093
1	CLostCell	309077-309077
1	CLOCache	296217-296217
1	CEncounterDesc	303759-303759
1	CDDDStatusPlugin	77893-77893
1	CConnectHeader	468397-468397
1	CBufferIterator	468115-468115
1	CBaseDispatch	729748-729748
1	CAutoLock	724810-724810
1	CAsyncSaveRequest	85073-85073
1	CAsyncPurgeRequest	85061-85061
1	BuildInfo	350680-350680
1	BodyPartEnumMapper	508933-508933
1	BasePropertyValue	694983-694983
1	BasePropertyNameSort	662806-662806
1	BTNode	648515-648515
1	BTEntry	648400-648400
1	AvailableProperty	105424-105424
1	Attribute2ndBase	285220-285220
1	AtkCollisionProfile	329561-329561
1	AnimDoneHook	342336-342336
